GEMS TARIFF FOR SERVICES BY NON-CONTRACTED DENTISTS AND DENTAL SPECIALISTS WITH EFFECT FROM 2026-01-01,,054 - General Dental Practitioner,062 - Maxillo facial and Oral surgery,064 - Orthodontics,092 - Oral medicine and Periodontics,094 - Prosthodontist,098 - Oral Pathology
8360,Temporary   inlay/onlay,R0.00,R0.00,R0.00,R0.00,R0.00,R0.00
8361,Inlay - metal - one surface,R533.40,,,,"R1,051.70",
8362,Inlay/onlay - metal - two surfaces,R780.00,,,,"R1,524.90",
8363,Inlay/onlay - metal - three surfaces,"R1,299.90",,,,"R2,364.70",
8364,Inlay/onlay - metal - four or more surfaces,"R1,572.30",,,,"R2,364.70",
,Porcelain/Ceramic Inlays/Onlays,,,,,,
,"Use these codes for single porcelain/ceramic inlay/onlay restorations. See the Fixed Prosthodontic Service section for porcelain/ceramic inlay/only bridge retainers.
Porcelain/ceramic inlays/onlays include all indirect ceramic, porcelain and polymer-reinforced porcelain type inlays/onlays.
Fees for the application of a rubber dam (8304) may be levied in addition to these codes.
TO BE CONFIRMED: When computer generated (CAD-CAM) ceramic restorations are fabricated by the dental practitioner, laboratory costs do not apply. Report codes 8570 (Fabrication of computer generated ceramic restoration) and 8560 for the cost of the ceramic block in addition to the restoration.",,,,,,
8371,Inlay - porcelain - one surface,R642.60,,,,"R1,270.50",
8372,Inlay/onlay - porcelain - two surfaces,R948.70,,,,"R1,829.40",
8373,Inlay/onlay - porcelain - three surfaces,"R1,563.50",,,,"R2,842.30",
8374,Inlay/onlay - porcelain - four or more surfaces,"R1,893.90",,,,"R2,842.30",
,Procedures utilizing computer generated restorations ,,,,,,
,Fabrication of computer generated restorations ,,,,,,
,"This procedure involves the fabrication of a computer generated (CAD-CAM) resin or ceramic restoration by the dental practitioner. This includes the design, milling, and finishing of the resin or ceramic restoration and replace the laboratory codes used when resin or ceramic restorations are made by conventional means in a dental laboratory. The codes 8560 and 8570 are currently used. Please use codes 8519 -8526 for fabrication and 8527 and 8528 for direct cost of material. Code 8304 (isolation of tooth/teeth) may be levied in addition to these codes.  M8023 is applied for th",,,,,,
8519,Fabrication of computer generated 1-3 surface resin or  ceramic inlay or onlay,R948.70,,,,"R1,829.40",
,"This procedure involves the fabrication of a computer generated (CAD-CAM) resin or ceramic restoration by the dental practitioner. See Code 8527, 8528 for cost of materials. Practitioners will use this code and not the usual laboratory fees (8099)",,,,,,
8520,Fabrication of computer generated 4 or more surface resin or ceramic inlay or onlay,"R1,893.90",,,,"R2,842.30",
,"This procedure involves the fabrication of a computer generated (CAD-CAM) resin or ceramic inlay or onlay by the dental practitioner. See Code, 8527, 8528 for cost of materials. Practitioners will use this code and not the usual laboratory fees (8099)",,,,,,
8521,Fabrication of computer generated resin or ceramic crown,"R2,005.20",,,,"R2,951.80",
,"This procedure involves the fabrication of a computer generated (CAD-CAM) resin or ceramic crown by the dental practitioner. See Code 8527, 8528 for the cost of direct materials. Practitioners will use this code and not the usual laboratory fees (8099)",,,,,,
8522,"Fabrication of computer generated  resin or ceramic crown retainer, per unit as part of bridge framework","R2,005.20",,,,"R2,951.80",
,"This procedure involves the fabrication of a computer generated (CAD-CAM) resin or ceramic crown retainer by the dental practitioner. See Code 8527, 8528 for the cost of direct materials. Practitioners will use this code and not the usual laboratory fees (8099)",,,,,,
8523,"Fabrication of computer generated  resin or ceramic pontic, per unit as part of bridge framework","R2,005.20",,,,"R2,951.80",
,"This procedure involves the fabrication of a computer generated (CAD-CAM) resin or ceramic pontic by the dental practitioner. See Code, 8527, 8528 for the cost of direct materials. Practitioners will use this code and not the usual laboratory fees (8099)",,,,,,
8524,"Fabrication of computer generated resin or  ceramic veneer for bridge framework, per unit","R1,346.50",,,,"R2,020.10",
,"This procedure involves the fabrication of a computer generated (CAD-CAM) resin or ceramic veneer for bridge framework by the dental practitioner. See code, 8527 for the cost of direct materials. Practitioners will use this code and not the usual laboratory fees (8099)",,,,,,
,"This procedure involves the fabrication of a computer generated (CAD-CAM) ceramic restoration by the dental practitioner. See Code 8527, 8528 for the cost of direct materials. Practitioners will use this code and not the usual laboratory fees (8099)",,,,,,
,"This procedure involves the fabrication of a computer generated (CAD-CAM) ceramic restoration by the dental practitioner. See Code 8527, 8528 for the cost of direct materials. Practitioners will use this code and not the usual laboratory fees (8099)",,,,,,
,Direct cost of materials in the fabrication of computer generated restorations,,,,,,
8525,"Fabrication of computer generated ceramic implant supported restoration, per unit",R0.00,R0.00,R0.00,R0.00,R0.00,R0.00
8526,"Fabrication of a computer generated ceramic implant abutment, per unit",R0.00,R0.00,R0.00,R0.00,R0.00,R0.00
8527,Direct Cost of material in the fabrication of computer generated resin restoration. ,,,,,,
8528,Direct Cost of material in the fabrication of computer generated ceramic restoration. ,,,,,,
8560,Cost of ceramic block,,,,,,
8570,Fabrication of computer generated ceramic restoration,"R1,785.80",,,,"R1,785.80",
,Resin-based Inlays/Onlays,,,,,,
,"Resin based inlays/onlays usually utilise the indirect technique.
Fees for the application of a rubber dam (8304) may be levied in addition to these codes.
When the direct technique is used, laboratory costs do not apply. An additional fee may be levied by reporting Modifier 8023 in addition to these codes.",,,,,,
8381,Inlay - resin - one surface,R642.60,,,,"R1,270.50",
8382,Inlay/onlay - resin - two surfaces,R948.70,,,,"R1,829.40",
8383,Inlay/onlay - resin - three surfaces,"R1,563.50",,,,"R2,842.30",
8384,Inlay/onlay - resin - four or more surfaces,"R1,893.90",,,,"R2,842.30",
8385,Fabrication of Indirect resin inlay/onlay restoration,R0.00,R0.00,R0.00,R0.00,R0.00,R0.00
,CROWNS – SINGLE RESTORATIONS,,,,,,
,"Use these codes for single crown restorations. See the Fixed Prosthodontic Service section for crown bridge retainers and the Implant Services section for crowns on osseo-integrated implants.
Porcelain/ceramic crowns include all ceramic, porcelain and porcelain fused to metal crowns.  Resin crowns and resin metal crowns include all reinforced heat and/or pressure-cured resin materials. Metal components include structures manufactured by means of conventional casting and/or electroforming.
Temporary and/or intermediate crowns, the removal thereof (provisional crowns included) and cementing of the permanent restorations are included as part of the restorations.
TO BE CONFIRMED: When computer generated (CAD-CAM) ceramic restorations are fabricated by the dental practitioner, laboratory costs do not apply. Report codes 8570 (Fabrication of computer generated ceramic restoration) and 8560 for the cost of the ceramic block in addition to the restoration.",,,,,,
8400,Temporary crown,R0.00,R0.00,R0.00,R0.00,R0.00,R0.00
8401,Crown - full cast metal,"R2,005.20",,,,"R2,951.80",
8403,Crown - 3/4 cast metal,"R2,005.20",,,,"R2,951.80",
8404,Crown - 3/4 porcelain/ceramic,"R1,893.80",,,,"R2,842.30",
8405,Crown - resin laboratory,"R1,893.80",,,,"R2,842.30",
8406,Crown - three-quarter resin (indirect).,R0.00,R0.00,R0.00,R0.00,R0.00,R0.00
8407,Crown - resin with metal,"R2,005.20",,,,"R2,951.80",
8409,Crown - porcelain/ceramic,"R2,005.20",,,,"R2,951.80",
8411,Crown - porcelain with metal,"R2,005.20",,,,"R2,951.80",
8410,Provisional crown,R389.40,,,R389.40,R584.80,
,VENEERS,,,,,,
8355,Veneer - resin (chair-side),R608.40,,,,R608.40,
8552,Veneer ceramic - indirect,"R1,346.50",,,,"R2,020.10",
8554,Veneer - resin (laboratory),"R1,346.50",,,,"R2,020.10",
,TEMPORARY RESTORATIONS,,,,,,
8137,Emergency crown (chair-side),R602.10,,,,R602.10,
8357,Prefabricated metal crown,R357.90,,,,R357.90,
8480,Cost of Prefabricated metal restoration,,,,,,
8375,Prefabricated non-metal crown,R357.90,,,,R357.90,
8380,Cost of prefabricated non-metal restoration or crown,R0.00,R0.00,R0.00,R0.00,R0.00,R0.00
,OTHER RESTORATIVE PROCEDURES,,,,,,
,Pin Retention and Cores,,,,,,
8345,"Prefabricated post retention, per post (in addition to restoration)",R345.20,,,,R345.20,
8347,Pin retention - first pin (in addition to restoration),R173.50,,,,R173.50,
8348,Pin retention - each additional pin (in addition to restoration),R160.90,,,,R160.90,
8366,Pin retention as part of cast restoration (any number of pins),R259.40,,,,R351.50,
8376,Core build-up with prefabricated posts,R955.10,,,,R955.10,
8377,Temporary Prefabricated Post Retention,R0.00,R0.00,R0.00,R0.00,R0.00,R0.00
8379,Cost of prefabricated posts,,,,,,
8391,Cast core with single post,R402.90,,,,,
8392,Cast post (each additional),R239.70,,,,,
8397,Cast core with pins (any number of pins),R642.60,,,,R835.60,
8396,Coping – metal,R0.00,,,,R0.00,
8398,Core build-up,R780.00,,,,R780.00,
8581,Cast core with single post,,,,,R595.20,
8582,Cast core with double post,,,,,R848.20,
8583,Cast core with triple post,,,,,"R1,051.70",
,Unclassified Restorative Procedures,,,,,,
8130,Rebond veneer,R0.00,,,R0.00,R0.00,
8133,"Recement inlay, onlay, crown or veneer",R175.40,,,,R222.50,
8142,Recement inlay/onlay/veneer,R175.40,,,,R222.50,
8134,Recement cast core or post,R175.40,,,,R222.50,
8135,"Remove inlay, onlay or crown",R349.10,,,,R349.10,
8156,Removal of inlay/onlay/Veneer,R349.10,,,,R349.10,
8138,Remove retention post (prefabricated or cast),R229.10,,,,R229.10,
*8146,Resin bonding for restorations,,,,,,
8228,ART restorations,R415.60,R0.00,R0.00,R0.00,R415.60,R0.00
8157,Re-burnishing and polishing of restorations - complete dentition,R175.40,,,,,
8349,Carve restoration to accommodate existing removable prosthesis,R70.70,,,,,
8413,Repair crown (permanent or provisional),R389.40,,,,R389.40,
8414,Additional fee for provision of crown within an existing clasp or rest,R115.40,,,,R115.40,
D.,ENDODONTIC SERVICES,,,,,,
,Services/procedures intended to treat diseases of the dental pulp and their sequelae.,,,,,,
,Root canal therapy on primary teeth ,,,,,,
,Endodontic therapy procedures on primary teeth include both root canal prepartation and obturation. Does not include diagnostic evaluation and necessary radiographs/diagnostic images. Report code 8304 (isolation of tooth/teeth) in addition to these codes when used.,,,,,,
,Anterior primary teeth include incisors and canines.,,,,,,
,PULP CAPPING,,,,,,
,These codes should not be used as a base or liner under a restoration. Certain funders (medical aids) may restrict the placement of the final restoration during the same visit.,,,,,,
8301,Pulp cap - direct,R233.80,,,,,
8303,Pulp cap - indirect,R233.80,,,,,
,PULPOTOMY,,,,,,
8307,Pulp amputation (pulpotomy)  ,R229.10,,,,R229.10,
8132,Pulp removal (pulpectomy),R287.00,,,,,
,ENDODONTIC THERAPY,,,,,,
,"Includes endodontic therapy on primary teeth. Does not include diagnostic evaluation and necessary radiographs/ diagnostic images.
Limitation: Intra-operative radiographs/ diagnostic images are limited to three on a single canal tooth and five on a multi-canal tooth for each completed endodontic therapy.
Report code 8304 (application of a rubber dam) in addition to these codes.",,,,,,
,Preparatoty Visits,,,,,,
8332,Root canal preparatory visit - single canal tooth,R175.40,,,,,
8333,Root canal preparatory visit - multi canal tooth,R245.90,,,,R245.90,
8317,"Root canal preparation, each additional canal ",R326.00,,,,R326.00,
,Preparation of the canal. May require further appointments to prepare the canal. Obturation is done in a subsequent appointment.,,,,,,
8318,Irrigation and medication per tooth at a separate visit,R70.30,,,,,
,Obtuation of Canals,,,,,,
8335,Root canal obturation - anteriors and premolars - first canal,R796.80,,,,,
8328,Root canal obturation - anteriors and premolars - each additional canal,R326.00,,,,,
8336,Root canal obturation - posteriors - first canal,"R1,096.50",,,,,
8337,Root canal obturation - posteriors - each additional canal,R326.00,,,,,
,Complete Therapy,,,,,,
8338,Root canal therapy - anteriors and premolars - first canal,"R1,218.80",,,,,
8329,Root canal therapy - anteriors and premolars - each additional canal,R406.80,,,,,
8339,Root canal therapy - posteriors - first canal,"R1,675.00",,,,,
8340,Root canal therapy - posteriors - each additional canal,R406.80,,,,,
8631,Root canal therapy - first canal,,,,,"R2,068.90",
8633,Root canal therapy - each additional canal,,,,,R520.60,
8639,Endodontic instruments per patient per completed treatment.,R0.00,R0.00,R0.00,R0.00,R0.00,R0.00
,ENDODONTIC RETREATMENT,,,,,,
8334,Re-preparation of previously obturated root canal,R259.40,,,,R312.90,
8323,"Retreatment of previously completed root canal therapy, each additional canal
– anterior or premolar",R259.40,R0.00,R0.00,R0.00,R312.90,R0.00
8324,"Retreatment of previously completed root canal therapy, each additional canal – molar",R259.40,R0.00,R0.00,R0.00,R312.90,R0.00
,APEXIFICATION/RECALCIFICATION PROCEDURES,,,,,,
8634,Apexification/ apexogenesis /revascularisation - initial visit,R233.80,,,,R345.20,
8635,Apexification/recalcification – per visit,R233.80,,,,R345.20,
,PERIRADICULAR PROCEDURES,,,,,,
8637,"Apicectomy/ periradicular surgery, first root – anteriors or premolars","R1,038.60","R1,377.60",,"R1,377.60","R1,377.60",
8638,"Apicectomy/ periradicular surgery, each additional root – anteriors and premolars",R432.60,R573.90,,R573.90,R573.90,
8641,"Apicectomy/ periradicular surgery, first root – molar ",R763.40,"R1,145.20",R0.00,"R1,145.20",R0.00,
8642,"Apicectomy/ periradicular surgery, each additional root – molars",R763.40,"R1,144.90",,"R1,144.90","R1,144.90",
,OTHER ENDODONTIC PROCEDURES,,,,,,
8330,Removal of root canal obstruction,R229.10,,,,R229.10,
8331,Repair of perforation defects,R229.10,,,,,
8136,Access through a prosthetic crown or inlay to facilitate root canal treatment,R156.50,,,,R156.50,
8640,Removal of separated instrument within root canal,R608.40,,,,R608.40,
8765,"Hemisection of a tooth, resection of a root or tunnel preparation (isolated procedure)",R765.60,,,"R1,148.00","R1,148.00",
8792,Vestibuloplasty with teeth per sextant,"R4,200.00","R6,300.80",,"R6,300.80",,
8793,Vestibuloplasty in an edentulous area per sextant,"R3,500.20","R5,250.50",,"R5,250.50",,
8794,Alveoplasty with implant therapy 1-3 teeth,R0.00,R0.00,R0.00,R0.00,R0.00,R0.00
8795,Alveoplasty with implant therapy 4 or more teeth,R0.00,R0.00,R0.00,R0.00,R0.00,R0.00
8796,Repair of oronasal opening,"R1,778.10","R2,667.00",,,,
E.,PERIODONTIC SERVICES,,,,,,
,"The branch of dentistry used to treat and prevent disease affecting the gingivae, ligaments and bone that supports the teeth.",,,,,,
,SURGICAL SERVICES,,,,,,
,Surgical services includes usual postoperative care.,,,,R0.00,,
8741,Gingivectomy/gingivoplasty - four or more teeth per quadrant,R916.80,,,"R1,257.40",,
8743,Gingivectomy or gingivoplasty - one to three teeth per quadrant,R732.40,,,R998.30,,
8749,Flap operation with root planning and curettage (open curettage) - one to three teeth per quadrant,"R1,903.30",,,"R2,855.20","R1,903.30",
8746,Flap operation with root planing and curettage (open curettage) – four or more teeth per quadrant,"R2,284.10",,,"R3,426.30",,
,See code 8749 for descriptor,,,,,,
8747,"Flap operation with root planing and curettage, including bone surgery – one to three teeth per quadrant","R2,474.50",,,"R3,711.90",,
8748,"Flap operation with root planing and curettage, including bone surgery – four or more teeth per quadrant","R2,664.60",,,"R3,997.40",,
8756,Clinical crown lengthening (isolated procedure),"R1,159.50",,,"R1,739.30",,
8757,Clinical Crown Lengthening.,R0.00,R0.00,R0.00,R0.00,R0.00,R0.00
8759,Pedicle flapped graft (isolated procedure),R871.30,,,"R1,306.60",,
*8761,Masticatory mucosal autograft - extending across one to four teeth (as a separate procedure),R946.40,"R1,420.20",,"R1,420.20",,
*8762,Masticatory mucosal autograft - extending across four or more teeth per quadrant (as a separate procedure),"R1,422.40","R2,133.30",,"R2,133.30",,
8763,Wedge resection (isolated procedure),R557.00,R557.00,,R835.60,,
*8766,Bone regeneration/repair procedure - as part of a flap operation,R455.80,,,R683.30,,
*8767,Bone regeneration/repair procedure - at a single site,"R1,181.00","R1,771.70",,"R1,771.70",,
*8769,Membrane removal (used for guided tissue regeneration),R557.00,R835.60,,R835.60,,
*8770,Cost of bone regenerative/repair material,,,,,,
*8772,Submucosal connective tissue autograft (isolated procedure),R956.80,"R1,435.30",,"R1,435.30",,
8780,"Alveolar process preservation, per extraction site",R0.00,R0.00,R0.00,R0.00,R0.00,R0.00
8995,Gingivectomy - per jaw,"R1,358.10","R2,036.80",,,,
,NON-SURGICAL PERIODONTAL SERVICES,,,,,,
8723,Provisional splinting - extracoronal (wire) - per sextant,R326.00,R326.00,,R488.40,R488.40,
8725,Provisional splinting - extracoronal (wire plus resin) - per sextant,R472.80,R472.80,,R709.00,R709.00,
8727,Provisional splinting - intracoronal - per tooth,R148.40,R148.40,,R222.50,R222.50,
8737,Root planing - four or more teeth per quadrant,R702.80,,,R953.30,,
8739,Root planing - one to three teeth per quadrant,R559.10,,,R760.40,,
8773,Cost of intrapocket chemotherapeutic agent,,,,,,
,OTHER PERIODONTAL SERVICES,,,,,,
8711,The visualisation enhancement adjunct (VEA),R117.20,,,,,
8712,Cost Of Disposable Items Used With Vea.,R0.00,R0.00,R0.00,R0.00,R0.00,R0.00
8714,Cost Of Phlebotomy Products,R0.00,R0.00,R0.00,R0.00,R0.00,R0.00
8768,Unlisted periodontal procedure,R557.00,,,R835.60,,
8732,Topical treatment of diseased soft tissue,R204.40,,,,,
8787,Unlisted oral medicine procedure,R199.80,,,R299.70,,
F.,REMOVABLE PROSTHODONTICS,,,,,,
,"The branch of prosthodontics concerned with the replacement of teeth by artificial substitutes that is readily removable.
Removable prosthodontic services include routine post-operative care.",,,,,,
,COMPLETE DENTURES,,,,,,
8231,Complete dentures - maxillary and mandibular,"R2,831.90",,,,"R5,912.00",
8232,Complete denture - maxillary or mandibular,"R1,745.60",,,,"R4,136.30",
8244,Immediate denture - maxillary,"R1,745.60",,,,"R2,619.00",
8245,Immediate denture - mandibular,"R1,745.60",,,,"R2,619.00",
8246,Immediate denture – Partial,"R1,222.10",,,,"R1,833.30",
8646,Immediate denture – maxillary or mandibular    Only for Prosthodontist,,,,,R0.00,
8647,Immediate denture – maxillary or mandibular (with major complications) Only for Prosthodontist,,,,,R0.00,
8651,Immediate Denture Mandibular. Only for Prosthodontist,,,,,R0.00,
,PARTIAL DENTURES,,,,,,
8233,Partial denture - resin base - one tooth,R811.70,,,,R811.70,
8234,Partial denture - resin base - two teeth,R811.70,,,,R811.70,
8235,Partial denture - resin base - three teeth,"R1,214.80",,,,"R1,214.80",
8236,Partial denture - resin base - four teeth,"R1,214.80",,,,"R1,214.80",
8237,Partial denture - resin base - five teeth,"R1,214.80",,,,"R1,214.80",
8238,Partial denture - resin base - six teeth,"R1,611.10",,,,"R1,611.10",
8239,Partial denture - resin base - seven teeth,"R1,611.10",,,,"R1,611.10",
8240,Partial denture - resin base - eight teeth,"R1,611.10",,,,"R1,611.10",
8241,Partial denture - resin base - nine or more teeth,"R1,611.10",,,,"R1,611.10",
8281,Partial denture - cast metal framework only,"R1,893.90",,,,"R1,893.90",
8283,Flexible denture framework,R0.00,R0.00,R0.00,R0.00,R0.00,R0.00
8284,Flexible denture,R0.00,R0.00,R0.00,R0.00,R0.00,R0.00
8671,Partial denture - cast metal framework with resin denture base,,,,,"R4,721.20",
,ADJUSTMENTS TO DENTURES,,,,,,
8275,Adjust complete or partial denture,R128.40,,,,R128.40,
8662,Adjust complete or partial dentures (remounting),R454.30,,,,R681.70,
,REPAIRS TO DENTURES,,,,,,
,"Professional fees should not be levied for the repair of dentures/intra-oral appliances if the practitioner did not examine the patient. Laboratory costs, however, may be recovered.",,,,,,
8269,Repair denture or other intra-oral appliance,R222.50,,,,R239.70,
8270,Add clasp to existing partial denture,R160.90,,,,,
8271,Add tooth to existing partial denture,R160.90,,,,R160.90,
8273,Impression to repair or modify a denture or other intra-oral appliance,R128.40,,,,R128.40,
8278,Modification of surgical conformer.,R128.40,R128.40,,,R128.40,
,DENTURE REBASE PROCEDURES,,,,,,
,Rebase – The partial or complete removal and replacement of the denture base.,,,,,,
8259,Rebase complete or partial denture (laboratory),R661.80,,,,R955.10,
8261,Remodel complete or partial denture,"R1,062.20",,,,"R1,062.20",
,DENTURE RELINE PROCEDURES,,,,,,
,Reline - The addition of material to the fitting surface of a denture base.,,,,,,
8263,Reline complete or partial denture (chair-side),R419.90,,,,R524.60,
8267,Reline complete or partial denture (laboratory),R966.50,,,,R966.50,
,INTERIM DENTURES,,,,,,
,"Also known as provisional, temporary, or transitional dentures. Provisional dentures are used for a limited period of time for reasons of aesthetics, function or occlusal support, after which it is replaced by a more definitive prosthesis.",,,,,,
8658,Interim complete denture,"R1,745.60",,,,"R2,618.90",
8659,Interim partial denture,"R1,396.50",,,,"R2,095.10",
8661,Diagnostic dentures (including tissue conditioning),,,,,"R4,721.20",
,OTHER REMOVABLE PROSTHETIC PROCEDURES,,,,,,
*8251,Clasp or rest - cast gold,R160.90,,,,,
*8253,Clasp or rest - wrought gold,R160.90,,,,,
8255,Clasp or rest - stainless steel,R169.30,,,,,
8257,Bar - lingual or palatal,R199.30,,,,,
8265,Tissues conditioning per arch (including soft self-cure reline),R274.60,,,R274.60,R351.50,
*8277,Inlay in denture,,,,,,
8599,Precision attachment (removable denture),R389.40,,,,R584.80,
8652,Overdenture - complete,"R3,147.40",,,,"R4,721.20",
8653,Overdenture - partial,"R2,517.90",,,,"R3,777.00",
8657,Replacement of precision attachment,R222.50,,,,R239.70,
8663,Metal base to complete denture,R948.20,,,,"R1,422.40",
8664,Remount crown or bridge for prosthetics,R454.30,,,,R711.90,
8667,Soft base to denture (heat cured),R948.20,,,,"R1,422.40",
8672,Altered cast technique (in addition to partial denture),R121.60,,,,R182.50,
8674,Additive partial denture,"R1,428.00",,,,"R2,142.20",
G.,MAXILLO-FACIAL PROSTHETICS,,,,,,
,"The branch of prosthodontics concerned with the restoration of stomatognathic and associated facial structures that have been affected by disease, injury, surgery or congenital defect.
Where “+D” appears the practitioner will charge the relevant fee/benefit for the denture in the Where “+D” appears the practitioner will charge the relevant fee/benefit for the denture in the Schedule plus the fee/benefit indicated",,,,,,
9196,Planning for Craniofacial Reconstruction – Simple,R822.60,"R1,233.80","R1,233.80",,,
9197,Planning for Craniofacial Reconstruction – Complex,"R12,714.30",,"R19,070.90",,,
,MAXILLIARY PROSTHESIS,,,,,,
9101,"Obturator prosthesis, surgical - modified denture",R234.60,,,,R351.50,
9102,"Obturator prosthesis, surgical - continuous base",R635.30,,,,R953.30,
9103,"Obturator prosthesis, surgical - split base",R946.40,,,,"R1,420.20",
9104,"Obturator prosthesis, interim - on existing denture","R1,428.00",,,,"R2,142.20",
9105,"Obturator prosthesis, interim - on new denture","R4,409.70",,,,"R6,614.80",
9106,"Obturator prosthesis, definitive - open/hollow box","R1,428.00",,,,"R2,142.20",
9107,"Obturator prosthesis, definitive - silicone glove","R2,757.50",,,,"R4,136.30",
,Obturator prosthesis modification ,,,,,,
8685,Modification of obturator prostheses per visit.   ,R159.80,,,,R239.70,
,MANDIBULAR RESECTION PROSTHESES,,,,,,
9108,Mandibular resection prosthesis w/ guide flange,"R3,387.10",,,,"R5,080.90",
9109,Mandibular resection prosthesis w/o guide flange,"R3,147.40",,,,"R4,721.20",
9110,"Mandibular resection prosthesis, palatal augmentation",R635.30,,,,R953.30,
,Sleep apnea ,,,,,,
,GLOSSAL RESECTION PROSTHESES,,,,,,
9111,Glossal resection prosthesis - simple,"R1,325.10",,,,"R1,988.00",
9112,Glossal resection prosthesis - complex,"R1,985.10",,,,"R2,977.60",
,RADIOTHERAPY APPLIANCES,,,,,,
,CHEMOTHERAPY APPLIANCES,,,,,,
9118,Chemotherapeutic agent carrier,R0.00,R0.00,R0.00,R0.00,R0.00,R0.00
,CLEFT PALATE PROSTHESES,,,,,,
8853,Supracrestal Fiberotomy ,R0.00,R0.00,R0.00,R0.00,R0.00,R0.00
8855,Consultation - cleft palate therapy (house or hospital),R326.00,R326.00,R488.40,,R488.40,
8856,Consultation - cleft palate (subsequent),R159.80,R159.80,R239.70,,R239.70,
8857,Consultation - cleft palate (maximum),"R1,112.30","R1,112.30","R1,668.60",,"R1,668.60",
,NEONATAL PROSTHESES,,,,,,
9119,"Feeding aid prosthesis, neonatal","R1,263.70",,"R1,895.80",,"R1,895.80",
9120,"Orthopaedic appliance, active presurgical - minor","R1,263.70",,"R1,895.80",,"R1,895.80",
9121,"Orthopaedic appliance, active presurgical - moderate","R1,870.50",,"R2,805.60",,"R2,805.60",
9122,"Orthopaedic appliance, active presurgical - severe","R3,147.40",,"R4,721.20",,"R4,721.20",
9123,"Orthopaedic appliance, active presurgical - modification",R159.80,,R239.70,,R239.70,
,INTERMEDIATE/DEFINITIVE PROSTHESES,,,,,,
9125,Speech aid/obturator prosthesis - palatal alteration,R637.00,,,,R955.10,
9126,Speech aid/obturator prosthesis - velar alteration,"R1,428.00",,,,"R2,142.20",
9127,Speech aid/obturator prosthesis - pharyngeal alteration,"R3,147.40",,,,"R4,721.20",
9128,Speech aid/obturator prosthesis - modification,R159.80,,,,R239.70,
9129,Speech aid/obturator prosthesis - surgical,"R1,263.70",,,,"R1,895.80",
,SPEACH APPLIANCES,,,,,,
9130,Speech aid appliance - palatal lift,R635.30,,,,R953.30,
9131,Speech aid appliance - palatal stimulating,"R1,428.00",,,,"R2,142.20",
9132,Speech aid appliance - bulb,"R3,147.40",,,,"R4,721.20",
9133,Speech aid appliance - modification,R159.80,,,,R239.70,
9134,Unspecified speech aid appliance,,,,,,
,EXTRA-ORAL APPLIANCES,,,,,,
9135,Auricular prosthesis - simple ,"R3,941.30",,,,"R5,912.00",
9136,Auricular prosthesis - complex,"R5,142.30",,,,"R7,672.40",
9137,Nasal prosthesis - simple,"R3,941.30",,,,"R5,912.00",
9138,Nasal prosthesis - complex ,"R5,142.30",,,,"R7,672.40",
9139,Ocular prosthesis - interim,"R1,428.00",,,,"R2,142.20",
9140,Ocular prosthesis - modified stock appliance,"R3,542.70",,,,"R5,314.50",
9141,Ocular prosthesis - custom appliance,"R5,142.30",,,,"R7,672.40",
9142,Orbital prosthesis - simple,"R3,542.70",,,,"R5,314.50",
9143,Orbital prosthesis - complex,"R5,142.30",,,,"R7,672.40",
9144,"Facial prosthesis, combination - small",,,,,,
9145,"Facial prosthesis, combination - medium",,,,,,
9146,"Facial prosthesis, combination - large",,,,,,
9147,"Facial prosthesis, combination - complex",,,,,,
9148,Unspecified body prosthesis - simple,"R3,542.70",,,,"R5,314.50",
9149,Unspecified body prosthesis - complex,"R5,142.30",,,,"R7,672.40",
9150,"Facial prosthesis, surgical - simple","R2,757.50",,,,"R4,136.30",
9151,"Facial prosthesis, surgical - complex","R3,542.70",,,,"R5,314.50",
9152,Extraoral appliance - additional prosthesis,,,,,,
9153,Extraoral appliance - replacement prosthesis,,,,,,
9155,Cranial prosthesis,"R1,428.00",,,,"R2,142.20",
,CUSTOM IMPLANTS,,,,,,
9156,"Cranial implant prosthesis, custom made","R1,724.00",,,,"R2,585.30",
9157,"Facial implant prosthesis, custom made - simple",R861.30,,,,"R1,291.60",
9158,"Facial implant prosthesis, custom made - complex","R1,724.00",,,,"R2,585.30",
9159,"Ocular implant prosthesis, custom made",R861.30,,,,"R1,291.60",
9160,Body implant prosthesis - custom made,"R3,832.60",,,,"R5,749.20",
,SURGICAL APPLIANCES,,,,,,
9154,Cost of Surgical Splint,,,,,,
9161,Surgical splint - simple,R389.40,,,,R584.80,
9162,Surgical splint - complex,"R1,428.00",,,,"R2,142.20",
9163,Surgical template - simple,R389.40,,,,R584.80,
9164,Surgical template - complex,"R1,428.00",,,,"R2,142.20",
9165,Surgical conformer - simple,R389.40,,,,R584.80,
9166,Surgical conformer - complex,"R1,428.00",,,,"R2,142.20",
,TRISMUS APPLIANCES,,,,,,
9167,Trismus appliance (simple),R159.80,,,,R239.70,
9168,Trismus appliance (complex),"R1,428.00",,,,"R2,142.20",
9169,Orthoses appliance,"R3,147.40",,,,"R4,721.20",
9170,Facial palsy appliance,R946.40,,,,"R1,420.20",
9171,Commissure splint,R389.40,,,,R584.80,
9172,"Oral retractor, dynamic - per arm",R389.40,,,,R584.80,
9173,Hand splint,,,,,,
9174,Unspecified burn appliance,,,,,,
,ATTENDANCE IN THEATRE,,,,,,
